name,data,notebook,ts,parameters
ann_std,1.877033661767786,momentum-research-backtest.ipynb,2026-05-12T14:16:14.078505,"{""days_holding"": ""3"", ""top_percentile"": ""0.99"", ""bottom_percentile"": ""None"", ""days_momentum"": ""40""}"
win_rate,0.6837014704054651,momentum-research-backtest.ipynb,2026-05-12T14:16:14.078505,"{""days_holding"": ""3"", ""top_percentile"": ""0.99"", ""bottom_percentile"": ""None"", ""days_momentum"": ""40""}"
mae_std,0.19702377011298922,momentum-research-backtest.ipynb,2026-05-12T14:16:14.078505,"{""days_holding"": ""3"", ""top_percentile"": ""0.99"", ""bottom_percentile"": ""None"", ""days_momentum"": ""40""}"
ir,2.0406475504640946,momentum-research-backtest.ipynb,2026-05-12T14:16:14.078505,"{""days_holding"": ""3"", ""top_percentile"": ""0.99"", ""bottom_percentile"": ""None"", ""days_momentum"": ""40""}"
mfe,0.8248046861968085,momentum-research-backtest.ipynb,2026-05-12T14:16:14.078505,"{""days_holding"": ""3"", ""top_percentile"": ""0.99"", ""bottom_percentile"": ""None"", ""days_momentum"": ""40""}"
mfe_std,2.4206016809607434,momentum-research-backtest.ipynb,2026-05-12T14:16:14.078505,"{""days_holding"": ""3"", ""top_percentile"": ""0.99"", ""bottom_percentile"": ""None"", ""days_momentum"": ""40""}"
maxdd,-0.7150739336986678,momentum-research-backtest.ipynb,2026-05-12T14:16:14.078505,"{""days_holding"": ""3"", ""top_percentile"": ""0.99"", ""bottom_percentile"": ""None"", ""days_momentum"": ""40""}"
mae,-0.1547630078272358,momentum-research-backtest.ipynb,2026-05-12T14:16:14.078505,"{""days_holding"": ""3"", ""top_percentile"": ""0.99"", ""bottom_percentile"": ""None"", ""days_momentum"": ""40""}"
sharpe,2.2671736324177965,momentum-research-backtest.ipynb,2026-05-12T14:16:14.078505,"{""days_holding"": ""3"", ""top_percentile"": ""0.99"", ""bottom_percentile"": ""None"", ""days_momentum"": ""40""}"
sortino,5.662993059587152,momentum-research-backtest.ipynb,2026-05-12T14:16:14.078505,"{""days_holding"": ""3"", ""top_percentile"": ""0.99"", ""bottom_percentile"": ""None"", ""days_momentum"": ""40""}"
cagr,48.72654341265031,momentum-research-backtest.ipynb,2026-05-12T14:16:14.078505,"{""days_holding"": ""3"", ""top_percentile"": ""0.99"", ""bottom_percentile"": ""None"", ""days_momentum"": ""40""}"
ann_return,4.190636787446763,momentum-research-backtest.ipynb,2026-05-12T14:16:14.078505,"{""days_holding"": ""3"", ""top_percentile"": ""0.99"", ""bottom_percentile"": ""None"", ""days_momentum"": ""40""}"
fees,3134.3337967451325,momentum-research-backtest.ipynb,2026-05-12T14:16:14.078505,"{""days_holding"": ""3"", ""top_percentile"": ""0.99"", ""bottom_percentile"": ""None"", ""days_momentum"": ""40""}"
